2018-01-15 00:00:00,晴转小雨,15,5
2018-01-16 00:00:00,小雨,14,8
2018-01-17 00:00:00,多云,14,7
2018-01-18 00:00:00,晴转多云,11,5
2018-01-19 00:00:00,晴转阴,12,4
2018-01-20 00:00:00,多云,11,8
2018-01-21 00:00:00,小雨转中雨,13,3
